Name,Sex,Equipment,Age,BodyweightKg,WeightClassKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
Deb McNally,F,Raw,34,82.5,82.5,82.5,0,82.5,74.25
Alison Schaaf,F,Wraps,16,53.7,56,57.5,105,250,303.97
Michelle Stamm,F,Wraps,46,62.5,67.5,62.5,135,312.5,337.65
David Nosbusch,M,Raw,54,73.12,75,107.5,0,107.5,77.99
Cathy Edblom,F,Raw,38,91.44,90,72.5,105,177.5,152.39
Coper Brooks,M,Raw,17,96.25,100,140,242.5,382.5,236.54
Rob Strollo,M,Raw,44,96.1,100,157.5,0,157.5,97.47
April Hoffart,F,Wraps,40,129.6,90,65,182.5,407.5,321.43
Shauan Sevon,F,Raw,27,59,60,67.5,0,67.5,76.24
John MacBean,M,Raw,54,109.2,110,187.5,0,187.5,110.59
Frank Winbigler,M,Multi-ply,18,81.65,82.5,0,0,0,0
Gage VanDine,M,Wraps,18,88.45,90,136.08,272.16,623.69,401.76
Will Lee,M,Raw,18,91.81,100,142.88,0,142.88,90.31
Matt McDonald,M,Raw,18,125.83,140,167.83,0,167.83,95.51
Jason Gibson,M,Multi-ply,18,122.2,125,340,302.5,1067.5,611.22
Kolby Brandon Bunn,M,Multi-ply,18,128.28,140,220,242.5,805,456.42
Cody Seabolt,M,Wraps,18,103.15,110,132.5,272.5,592,356.02
Kelsey Bond,F,Wraps,18,79.02,82.5,70,120,320,294.84
Jen Evans,F,Wraps,18,53.71,56,62.5,120,292,354.98
Shelly Faust Thurnau,F,Wraps,36,110.59,90,77.5,142.5,327.5,265.98
Brian Riches,M,Wraps,42,137.8,140,150,240,625,350.1
Paul Hunt,M,Multi-ply,18,106.41,110,195.04,244.94,723.48,430.34
Rich Barrett,M,Multi-ply,18,106.82,110,192.78,226.8,700.8,416.31
Conner Temple,M,Raw,18,72.67,75,40.82,90.72,131.54,95.86
Esther Yen,F,Wraps,18,53.2,56,57.5,130,292.5,358.24
Jimmy House,M,Multi-ply,19,108,110,207.5,320,877.5,519.4
Noah Mundt,M,Multi-ply,35,182.2,140,257.5,0,257.5,138.31
Patrick Holloway,M,Multi-ply,48,128,140,0,370,370,209.87
Kelsey Clifton,F,Wraps,18,87.45,90,82.5,185,435,380.57
James McNeil,M,Raw,71,71,75,105,60,165,122.33
Taylor Shuey,M,Raw,18,93.21,100,140,240,380,238.46
Jared Swan,M,Raw,18,109.81,110,160,277.5,437.5,257.6
Alfonso Brown,M,Wraps,18,81.56,82.5,108.86,195.04,476.27,321.28
Jagr Moskall,M,Wraps,18,128.37,140,122.47,240.4,603.28,342
Jenn Gavala,F,Raw,18,55.34,56,70.31,0,70.31,83.5
Persida Mayer,F,Raw,18,64.41,67.5,74.84,151.95,226.8,239.55
Rebecca Soltis,F,Raw,18,66.68,67.5,56.7,129.27,185.97,191.49
Aami Bello,M,Raw,18,48.53,52,27.22,0,27.22,28.78
Dwanye Fox,M,Raw,18,78.93,82.5,97.52,149.69,247.21,170.22
Kurt Thornton,M,Raw,18,102.97,110,158.76,249.48,408.23,245.66
David Nearing,M,Raw,18,109.32,110,117.93,206.38,324.32,191.23
Brad Phillips,M,Wraps,51,81.1,82.5,0,0,0,0
T.J. Cox,M,Raw,17,81.69,82.5,120,0,120,80.87
Kellie Rietveld,F,Wraps,27,72.21,75,80,177.5,385,375.05
Andrea Romera,F,Wraps,22,56.61,60,85,167.5,400,466.66
Joe Grosz,M,Multi-ply,18,109.5,110,242.5,282.5,855,503.87
Samantha Firman,F,Wraps,41,64.32,67.5,65,112.5,280,296.06
Michelle Keaulana,F,Wraps,37,67.18,67.5,80,167.5,435,445.49
Chrysta Bruns,F,Wraps,14,63,67.5,25,35,127.5,136.93
Dylan Hellie,M,Wraps,20,95.71,100,130,82.5,317.5,196.84
Jerry Adkins,M,Wraps,41,113.85,125,117.5,215,547.5,318.99
Dallas Stoltz,M,Wraps,23,81.19,82.5,130,250,580,392.34
Patrick Umphrey,M,Wraps,18,81.47,82.5,127.5,200,535,361.14
Jack Cartwright,M,Wraps,15,74.21,75,120,187.5,475,340.99
Pat Crawford,M,Multi-ply,18,108.59,110,0,0,0,0
Jacey Tomhuve,F,Wraps,18,81.92,82.5,62.5,175,355,320.67
Michelle Fahrendorf,F,Wraps,45,99.88,90,60,122.5,270,224.88
Missy Frankl,F,Wraps,37,59.96,60,47.5,95,235,262.13
Shawnna Smith,F,Wraps,38,75.39,82.5,60,107.5,265,251.11
Kenna Compton,F,Wraps,18,97.25,90,52.5,127.5,282.5,237.23
Josh Cinnamo,M,Wraps,18,90.72,100,125,220,587.5,373.55
Mike Reily,M,Wraps,50,108.14,110,195,227.5,667.5,394.93
Andy Wagoner,M,Wraps,32,89.9,90,0,0,0,0
Daniel Hentges,M,Wraps,39,86.91,90,130,227.5,540,351.13
Jacquie Geppert,F,Raw,39,73.89,75,80,152.5,232.5,223.12
Deanne Gibson,F,Raw,55,73.3,75,50,100,150,144.7
Heather Albrecht,F,Raw,42,59.83,60,57.5,100,157.5,175.98
Hunter Luyando,M,Raw,11,59.33,60,35,110,145,124.95
Alan Gibson,M,Raw,58,94.71,100,117.5,182.5,300,186.87
Brett Rutherford,M,Raw,28,99.79,100,157.5,227.5,385,234.5
Brad Slining,M,Multi-ply,42,147.42,140,0,0,0,0
Matt Bertrang,M,Multi-ply,39,185.25,140,287.5,0,287.5,154.04
Stephanie Merfeld,F,Raw,45,88.95,90,70,0,70,60.78
Jessica Fick,F,Raw,28,73.98,75,0,132.5,132.5,127.06
Karley Cartwright,F,Raw,13,49.44,52,0,80,80,103.65
Jacob Oltmans,M,Raw,16,113.13,125,0,155,155,90.47
Kenten Weyeneth,M,Multi-ply,16,71.2,75,0,172.5,172.5,127.62
Lisa Johnson,F,Raw,49,65.41,67.5,70,0,70,73.1
Alise Randall,F,Multi-ply,27,76.6,82.5,102.5,137.5,410,384.73
John Lamboley,M,Raw,75,79.7,82.5,110,0,110,75.28
David Nelson,M,Raw,19,60,60,77.5,0,0,0
Erik Johnsen,M,Multi-ply,18,92.5,100,215,0,0,0
Alex Gritz,M,Wraps,18,81.1,82.5,122.5,205,515,348.61
Brandon Higdon,M,Wraps,18,107.2,110,0,0,0,0
Rob Johnson,M,Wraps,18,118.5,125,150,240,617.5,356.07
Michael Risher,M,Wraps,18,108.6,110,152.5,77.5,485,286.56
Bill Barnes,M,Wraps,18,186.9,140,182.5,230,642.5,343.8
Alex Bruns,F,Wraps,18,46,48,30,42.5,112.5,153.64
Stephanie Merfeld,F,Wraps,18,91.2,90,65,100,250,214.86
Matt McDonald,M,Raw,18,121.3,125,175,0,175,100.36
Gunner Headley,M,Raw,18,60.5,67.5,0,50,50,42.32
Brian Miller,M,Raw,18,119.5,125,97.5,162.5,260,149.63
Amber Lohf,M,Multi-ply,42,61.1,67.5,47.5,0,0,0
Riley Lulay,M,Wraps,17,77.8,82.5,97.5,182.5,417.5,290.2
Kari Arnold,F,Wraps,38,58.79,60,57.5,120,280,317.15
Krista Mahan,F,Wraps,53,58.42,60,50,100,237.5,270.34
Emily Herdt,F,Wraps,42,72.21,75,60,140,320,311.73
Robyn Metcalfe,F,Wraps,25,55.88,56,42.5,127.5,242.5,285.81
Neli Tolman,F,Wraps,47,88.27,90,30,90,145,126.33
Waikele Frantz,F,Wraps,42,77.11,82.5,67.5,165,375,350.49
Matthew Davis,M,Wraps,44,138.25,140,207.5,272.5,832.5,466.09
Ryan Coleman,M,Wraps,34,120.38,125,170,260,670,384.92
Eric Radcliffe,M,Wraps,21,106.96,110,147.5,310,740,439.4
Joe Swope,M,Wraps,46,139.34,140,0,0,0,0
Kam Brassfield,M,Wraps,38,108.23,110,120,212.5,482.5,285.4
Nathan Brandhorst,M,Wraps,22,113.31,125,197.5,320,882.5,514.85
Kirby Chermak,M,Wraps,17,62.05,67.5,77.5,187.5,412.5,341.37
Billy Jones,M,Wraps,32,107.95,110,152.5,255,637.5,377.4
Dom Waldman,M,Wraps,18,52.8,56,83.91,129.27,315.24,304.46
Rockne Bastardo,M,Wraps,18,74.62,75,120,192.5,522.5,373.64
Rachel Dukes,F,Wraps,18,79.38,82.5,52.5,97.5,242.5,222.86
Morgan McGaha,M,Wraps,18,98.9,100,127.5,210,532.5,325.53
Cyril Lewis,M,Wraps,18,152.6,125+,215,272.5,782.5,431.91
Jeremy Oleson,M,Wraps,18,118,125,197.5,345,907.5,523.84
Morgan Vitti,F,Wraps,18,65.9,67.5,50,115,267.5,277.81
Janet Jacobsen,F,Wraps,18,67.7,75,55,112.5,0,0
Deidre Depoali,F,Wraps,18,56,56,57.5,117.5,270,317.68
Cindy Harrell,F,Wraps,18,67.7,75,57.5,130,295,300.45
Rich Schulze,M,Wraps,18,89.5,90,110,185,430,275.29
Gary McFarland,M,Raw,18,98.5,100,195,0,195,119.41
Brandon Bunn,M,Multi-ply,18,132.54,140,255,255,885,498.86
Dennis Shock,M,Multi-ply,18,98.61,100,65,140,355,217.28
Brad Kercher,M,Wraps,18,88.81,90,157.5,230,570,366.39
Logan Yates,M,Wraps,18,97.89,100,140,232.5,572.5,351.48
Archie Smith,M,Wraps,18,107.41,110,122.5,150,382.5,226.81
Haley MacRae,F,Wraps,19,58.24,60,57.5,115,277.5,316.63
Cheyenne Baxter,F,Wraps,21,75.48,82.5,55,130,302.5,286.43
Yuri Borges,F,Wraps,22,71.03,75,42.5,135,265,261.02
Joseph Reyna,M,Wraps,18,122.02,125,125,207.5,480,274.92
Timmy Dinh,M,Wraps,19,89.9,90,135,212.5,542.5,346.52
Stefan Green,M,Multi-ply,23,88.99,90,227.5,0,227.5,146.08
Courtney Montoya,F,Raw,37,87.54,90,70,0,70,61.21
Lisa Johnson,F,Raw,50,68.49,75,72.5,107.5,180,181.82
Alex Rincon,M,Wraps,18,121.56,125,70,182.5,390,223.56
John Wagner,M,Multi-ply,18,115.58,125,247.5,0,247.5,143.62
Bill Denniston,M,Multi-ply,18,98.43,100,187.5,0,187.5,114.85
David Overholt,M,Wraps,56,72,75,57.5,137.5,287.5,210.94
Dan Foreman,M,Wraps,36,77.8,82.5,110,205,520,361.44
Paul Caber,M,Wraps,57,84.2,90,107.5,227.5,495,327.65
Stephen Buccilli,M,Multi-ply,47,135.8,140,205,260,762.5,428.1
Tim Olson,M,Multi-ply,18,149.69,140,174.63,0,174.63,96.65
Christine Svoboda,F,Wraps,23,60.2,67.5,62.5,142.5,315,350.29
Sophia Woychik,F,Single-ply,19,114.6,90,102.5,197.5,507.5,409.26
Kaley Cedeno,F,Wraps,24,67.2,67.5,77.5,142.5,330,337.88
Curt Shaver,M,Wraps,48,95.2,100,167.5,255,602.5,374.42
Jack Magnussen,M,Wraps,17,80.6,82.5,110,197.5,500,339.75
Kate Bulzan,F,Multi-ply,18,74.21,75,110,135,427.5,409.12
Alex Kovatch,M,Multi-ply,18,72.67,75,137.5,227.5,580,422.67
Dylan Price,M,Multi-ply,18,76.2,82.5,250,265,720,507.47
Natasha Minor,F,Wraps,26,85.5,90,105,202.5,480,424.35
Stephanie Bomstad,F,Wraps,33,57.33,60,65,122.5,310,358.1
Whitney Hanson,F,Wraps,52,59.92,60,40,87.5,207.5,231.58
Bradyn Barclay,M,Wraps,15,78.83,82.5,107.5,182.5,460,317.01
Jeff Ahrens,M,Wraps,26,89.18,90,182.5,277.5,732.5,469.83
Shawn Vogelgesang,M,Wraps,39,78.11,82.5,80,92.5,220,152.52
Nomg Terry,M,Wraps,48,74.3,75,70,140,297.5,213.38
Ann Lenz,F,Multi-ply,38,77.7,82.5,110,150,410,381.47
Sandy McCasslin,F,Multi-ply,53,81.37,82.5,0,0,0,0
Edward May,M,Multi-ply,58,112.31,125,127.5,177.5,0,0
Scott Cartwright,M,Multi-ply,47,124.28,125,205,272.5,777.5,443.58
Cody Campbell,M,Multi-ply,34,116.85,125,195,280,795,460.02
Sam Martin,M,Raw,22,88.9,90,142.5,0,142.5,91.55
Jocelyn Bennett,F,Raw,29,51.71,52,40,0,40,50.08
Samantha Firman,F,Raw,42,74.07,75,67.5,0,67.5,64.68
Jake Hartman,M,Raw,29,98.97,100,217.5,0,217.5,132.92
T.J. Francis,M,Raw,32,186.43,140,185,0,185,99.03
Vince Bontempo,M,Raw,42,171.91,140,180,0,180,97.59
Courtney Albritton,F,Raw,38,105.8,90,67.5,140,207.5,170.2
Russ Nielson,M,Wraps,55,99.8,100,130,227.5,572.5,348.7
Damian Smith,M,Multi-ply,43,113.6,125,167.5,172.5,465,271.09
Joni Grant,F,Wraps,61,72.5,75,40,102.5,197.5,191.89
Penny Bergstrom,F,Wraps,52,66.3,67.5,55,127.5,270,279.16
Nina Calcaterra,F,Wraps,14,50.3,52,27.5,75,152.5,195.02
Frank DiPompeo,M,Wraps,58,95.4,100,80,170,367.5,228.16
Tiffany Delahay,F,Wraps,36,51.07,52,47.5,107.5,230,290.74
Jocelyn Bennet,F,Wraps,30,51.44,52,42.5,87.5,202.5,254.56
Aubrie Harrington,F,Wraps,14,56.97,60,40,102.5,202.5,235.08
Chuck Slane,M,Wraps,48,96.89,100,97.5,155,375,231.24
Jerid Zuspann,M,Wraps,35,88.36,90,125,230,540,348.03
John Quach,M,Wraps,26,91.35,100,70,175,370,234.45
Dalton White,M,Wraps,21,81.83,82.5,135,225,575,387.1
Garen Peckenham,M,Wraps,17,71.9,75,115,190,452.5,332.34
Paul Fischer,M,Wraps,49,81.4,82.5,135,232.5,552.5,373.15
Craig Jackson,M,Raw,52,96.2,100,132.5,180,312.5,193.3
Kailynn Sisco,F,Wraps,19,50.1,52,40,90,185,237.3
Kim Einstein,F,Wraps,18,69.31,75,57.5,102.5,245,245.42
Pete Sengos,M,Multi-ply,18,102.06,110,225,0,225,135.85
Mike Risher,M,Raw,18,120.2,125,145,250,395,227.01
Bruce Pfeiffer Jr,M,Raw,40,152.6,140,187.5,0,187.5,103.49
Erik Knipfer,M,Raw,21,100,100,137.5,0,137.5,83.68
Cole Rasmussen,M,Wraps,18,67.5,67.5,107.5,180,447.5,345.03
Dominic Laface,M,Wraps,18,100,100,140,215,545,331.68
Joseph Nielson,M,Wraps,18,110,110,157.5,235,582.5,342.8
Larry Hadley,M,Wraps,18,100,100,110,147.5,375,228.22
Scott Taylor,M,Multi-ply,18,0,140,227.5,252.5,775,0
Archie Smith,M,Multi-ply,18,125,125,167.5,170,520,296.32
Shelby Sommer,F,Multi-ply,18,75,75,102.5,142.5,427.5,406.4
Jen Evens,F,Multi-ply,18,56,56,82.5,140,372.5,438.29
Teresa Prince,F,Raw,18,60,60,0,97.5,97.5,108.7
Sara Schiff,F,Multi-ply,18,0,90,0,247.5,247.5,0
John Calarco Sr,M,Raw,66,81.4,82.5,142.5,0,142.5,96.24
Reina Telin,F,Wraps,38,86.3,90,87.5,152.5,375,330.07
John Watkins,M,Raw,17,66.4,67.5,0,170,170,132.82
Saldana Jorge,M,Raw,18,48.6,53,60,135,275,290.28
Tomas E. Vega,M,Raw,18,57.3,59,85,170,380,338.34
Jake Benedix,M,Raw,18,58.6,59,92.5,162.5,387.5,337.78
Matthew Fox,M,Raw,18,58.4,59,115,170,430,376.03
Nate Wylie,M,Raw,18,65,66,105,212.5,480,381.7
Scott Grade,M,Raw,18,79.3,83,160,227.5,582.5,399.9
Jeff Phillips,M,Raw,18,67,74,117.5,227.5,527.5,409.15
Enrique Guerra,M,Raw,18,74,74,122.5,185,482.5,347.07
Gary Grahn,M,Raw,18,89.7,93,115,185,457.5,292.56
Bob Yamasaki,M,Raw,18,73.9,74,117.5,227.5,542.5,390.6
Joe Lucio,M,Raw,18,88.4,93,100,175,422.5,272.24
Chevelle Ehrlick,F,Raw,18,48.9,52,50,122.5,262.5,342.91
Michele Muraski,F,Raw,18,58.4,60,50,120,237.5,270.41
Melissa Siders,F,Raw,18,82,82.5,45,130,270,243.77
Logan Gaudreau,M,Raw,18,26.9,44,13,30,63,156.72
David Berg,M,Raw,18,43,52,35,85,170,207.11
Hiram Saucedo,M,Raw,18,64.7,67.5,75,125,280,223.52
Michael Berrian,M,Single-ply,18,72.9,75,95,177.5,410,298.1
Robert Odom,M,Raw,18,78.3,82.5,117.5,205,477.5,330.51
Alvin Ueunten,M,Raw,18,82.5,82.5,155,252.5,635,425.39
James Cushing-Murray,M,Raw,18,82,82.5,62.5,100,247.5,166.41
Tom McNevin,M,Raw,18,94.4,100,100,215,450,280.72
Mark Sampson,M,Raw,18,108,110,115,182.5,480,284.11
Harry Heyman,M,Single-ply,18,121,125,20,65,105,60.25
Catherine Taylor,F,Raw,18,81,84,60,137.5,280,254.46
Corbin Boggs,M,Raw,20,102.44,105,127.5,255,587.5,354.22
Jeff Hughes,M,Single-ply,18,80.1,82.5,100,192.5,437.5,298.45
Gabriel Maglaqui,M,Raw,18,49.7,52,30,75,152.5,157.06
Jimmy Scott,M,Single-ply,18,94.6,100,182.5,272.5,737.5,459.63
Tim Welton,M,Single-ply,18,91.6,100,147.5,0,147.5,93.34
Richard Renwick,M,Single-ply,18,95.6,100,80,182.5,405,251.21
David McLavey,M,Single-ply,18,0,0,170.1,249.5,657.7,0
Floyd Frank,M,Single-ply,18,0,0,106.6,199.6,492.2,0
Ben Brent,M,Raw,18,72.5,74,70,180,382.5,279.22
Robert Campbell,M,Single-ply,18,56.8,59,65,97.5,240,215.49
Paul Deda Jr,M,Single-ply,18,87.9,93,102.5,195,472.5,305.37
Ben Brent,M,Single-ply,18,73.1,0,25,60,110,79.82
Steven Peek,M,Single-ply,18,88.4,0,115,210,507.5,327.01
Jeff Hughes,M,Raw,18,81.8,83,92.5,177.5,405,272.71
Mathias Schmidt,M,Raw,11.5,63.1,66,0,50,50,40.78
Michael Scadden,M,Raw,40.5,90.2,93,0,195,0,0
Leif Erikson,M,Raw,18.5,73.5,74,125,215,555,401.15
Shelana Richards,F,Single-ply,38.5,64.6,0,62.5,145,325,342.53
Ryan Walsh,M,Single-ply,30.5,97.4,0,190,265,720,442.98
Tom Kalen,M,Single-ply,18,81.9,83,100,157.5,400,269.14
Curtis Raymond,M,Single-ply,18,88.1,93,0,135,230,148.47
Kendall Holderfield,M,Raw,18,109.3,120,175,0,175,103.19
Marty Dent,M,Raw,18,139.2,120+,110,0,110,61.52
Dillon Ramsey,M,Raw,18,57.4,59,52.5,0,52.5,46.67
David Gibson,M,Raw,18,71.3,0,117.5,230,512.5,378.76
Bob Crompton,M,Raw,18,92.7,93,110,242.5,505,317.72
Tommy Wiemann Jr,M,Raw,18,101.6,105,145,215,550,332.65
Robert Humphreys,M,Raw,18,73.9,74,75,140,315,226.8
Alexander Haskew,M,Raw,18,56.4,59,37.5,82.5,120,108.49
Daryl Haskew,M,Raw,69.5,107.5,120,102.5,0,102.5,60.76
Brandon Williams,M,Raw,35.5,104.28,105,155,272.5,655,392.35
Josh Hester,M,Single-ply,21.5,71.55,74,102.5,227.5,515,379.62
Kevin Doheny,M,Raw,20.5,59,59,95,182.5,425,368.12
Norma Arnow,F,Raw,18,49.6,52,0,65,65,84.01
Julius Forzano,M,Raw,18,65.2,66,62.5,100,245,194.32
Joseph Meranto,M,Single-ply,18,50.9,53,62.5,120,265,265.98
Edward Regua,M,Raw,18,81.8,83,115,0,115,77.44
Gabrielle Dick,F,Raw,18,46.1,47,12.5,35,62.5,85.23
Nathan Franklin,M,Raw,18,86.9,93,132.5,200,507.5,330.02
Cynthia Leu,F,Raw,22,62.28,63,67.5,142.5,347.5,376.47
Janine Jadallah,F,Raw,49,66.09,72,85,165,390,404.17
Michele Bach,F,Raw,61,49.7,52,35,97.5,192.5,248.421
Michael Rupprecht,M,Raw,67,76.4,83,77.5,0,77.5,54.529
Mark Micire,M,Raw,41,87.3,93,90,170,402.5,261.09
Genna Fudin,F,Raw,22,61.3,63,40,87.5,195,213.84
Cookie Apichairuk,F,Raw,40,59.8,63,65,120,270,301.8
Deborah Stern,F,Raw,67,46.3,47,40,0,40,54.38
Marlo Sandler,F,Raw,48,50.1,52,0,0,0,0
Lawrence Anilao,M,Raw,21,102.9,105,97.5,222.5,515,309.99
Noemi Garnica,F,Single-ply,28.5,70.7,72,85,157.5,385,380.41
Timothy Daly,M,Single-ply,18,86.6,90,82.5,160,352.5,229.66
Logan Gaudreau,M,Single-ply,18,27.4,30,17.5,37.5,85,204.27
Zamian Huffer,M,Single-ply,18,35.6,40,22.5,67.5,135,211.58
Nikia Davenport,M,Raw,18,112.3,120,70,145,300,175.47
Shaina Vickery,F,Raw,27.5,65.92,72,100,175,422.5,438.68
Jennifer Dorr,F,Raw,27.5,81.1,84,75,175,410,372.35
Samuel Penner,M,Raw,86.5,77.9,83,67.5,0,67.5,46.88
Brandon Barnett,M,Raw,18,82.5,83,120,232.5,520,348.35
Badder Alajairi,M,Raw,18,72.4,74,130,182.5,470,343.44
Megan Kupser,F,Single-ply,20.5,64.7,72,70,122.5,332.5,350.03
Leona Senyk,F,Raw,89.5,70.6,72,30,42.5,0,0
James Hall,M,Raw,18,98,105,195,0,195,119.66
Charlie Paige,M,Raw,18,71.6,74,182.5,0,182.5,134.45
Sean Coffey,M,Raw,50.5,71.35,74,110,182.5,437.5,323.16
Christie Zunker,F,Raw,43.5,75.7,84,52.5,0,52.5,49.62
Justin Shepherd,M,Single-ply,38.5,161.5,0,245,0,245,134.13
Taran Smith,M,Single-ply,24.5,65.7,0,152.5,0,152.5,120.19
Alicia Webb,F,Raw,45.5,83.4,0,112.5,195,502.5,449.72
Samantha Calhoun,F,Raw,26.5,62.6,0,97.5,210,462.5,499.11
Megan Gibbs,F,Raw,15.5,91.45,84+,67.5,172.5,380,326.23
Mitchell Thomas,M,Raw,18,65.8,66,115,0,115,90.52
Tyler Outlaw,M,Single-ply,18,80.3,0,147.5,0,147.5,100.46
Chris Cholley,M,Raw,33.5,149,120+,160,0,160,88.61
Colin Basco,M,Raw,18,59,59,82.5,165,370,320.48
Sean O'Rourke,M,Raw,18,104.15,105,157.5,225,592.5,355.07
Barry Wirtz,M,Raw,57.5,138.4,120+,137.5,210,522.5,292.48
Briardeacon Beckett,M,Raw,7.5,27.55,59,17.5,45,97.5,231.95
Brianna Miner,F,Raw,18,61.85,63,62.5,127.5,292.5,318.57
Thea Rubin,F,Raw,18,50.8,52,40,90,192.5,244.32
Kim Griffin,F,Raw,18,67.7,72,40,102.5,217.5,221.52
Christine Harms,F,Raw,18,66.25,72,40,120,232.5,240.52
Christina Lazo,F,Raw,18,56.6,57,67.5,152.5,367.5,428.8
Myranda Vitale,F,Raw,18,49.5,52,30,82.5,187.5,242.7
Lisa Qu,F,Raw,18,56.9,57,45,117.5,262.5,305.02
Michael Ebanks,M,Raw,18,58.8,59,92.5,195,485,421.42
Rober Karstendiek,M,Raw,18,80.9,83,150,282.5,670,454.22
Hunter Withers,M,Raw,18,58.8,59,35,92.5,180,156.4
Shelby David,F,Raw,18,65.9,72,65,132.5,317.5,329.73
Johanna Paine,F,Raw,18,51.6,52,47.5,100,240,300.98
Emily Rodriguez,F,Raw,18,47.6,52,40,112.5,230,306.49
Alfred Rausa,M,Raw,18,72.4,74,97.5,0,97.5,71.25
De'Michael Shelbon,M,Single-ply,18,117.5,120,226.8,265.4,798.3,461.29
Vincent McGaha,M,Raw,18,81.6,83,124.7,224.5,546.6,368.61
Mase Many,M,Raw,18,65.8,66,40.8,81.7,197.3,155.31
Cadet Bryant,M,Raw,18,70.2,74,111.1,204.1,483.1,361.24
Cory Ryder,M,Raw,18,56.8,59,61.2,127,272.2,244.41
Markeceia Modicue,F,Single-ply,18,70.5,72,61.2,158.8,344.7,341.25
Arielle Harrison,F,Raw,18,34.8,47,20.4,54.4,102.1,162.91
Kaitlyn Toney,F,Raw,18,45.1,47,31.8,86.2,179.2,248.13
Theodore Mouratidis,M,Raw,18,102.4,105,152.5,290,660,397.99
Tony Tran,M,Raw,18,51.8,53,80,170,395,389.18
Bryan Sherman,M,Raw,18,81.8,83,142.5,265,652.5,439.37
Peter Ferreira Sr,M,Raw,18,81.6,83,82.5,170,387.5,261.32
Chris Sotelo,M,Single-ply,18,64.8,66,87.5,160,390,310.93
Luke Zhao,M,Raw,18,52.8,59,65,125,285,275.26
Matthew Boyle,M,Single-ply,18,80.6,83,142.5,220,570,387.32
Allison Tran,F,Single-ply,18,71.6,72,45,137.5,295,289
Jake Connolly,M,Raw,17.5,67.2,74,125,0,125,96.72
Joanne Petkus,F,Raw,58.5,69.9,0,0,102.5,102.5,102.07
Jonathan Lavoie,M,Raw,30.5,82.3,0,167.5,275,442.5,296.87
Robert Batko,M,Single-ply,18,81.9,83,110,0,110,74.01
Ray Fougnier,M,Raw,18,82.6,83,90,185,407.5,272.79
Charlie Anderson,M,Raw,18,81.4,83,120,0,120,81.05
Anthony Leone,M,Raw,18,61.5,66,87.5,160,362.5,302.36
Conan Stoehr,M,Raw,18,126.6,120+,165,277.5,697.5,396.46
Lauren Witnauer,F,Raw,18,51.2,52,65,90,252.5,318.56
Tonya Armour,F,Raw,18,61.4,63,45,102.5,235,257.38
Christine McDunnough,F,Raw,18,45.9,47,42.5,97.5,220,300.92
John Miller,M,Raw,18,82.1,83,150,0,150,100.78
Christopher Johnson,M,Raw,18,125.2,120+,72.5,0,72.5,41.3
Gabe Champeau,M,Raw,18,107.1,120,135,267.5,617.5,366.5
Scott Sullivan,M,Raw,18,73.7,74,155,257.5,640,461.69
Joseph Plinski,M,Raw,18,89.4,93,157.5,275,665,425.99
Jonathan Escoth,M,Raw,18,72.2,74,70,142.5,297.5,217.83
Jake Immerman,M,Raw,18,107,120,0,0,0,0
Alex Maule,M,Raw,18,82.8,83,135,237.5,572.5,382.69
Jake Kirsch,M,Raw,18,90.5,93,160,257.5,652.5,415.39
Wilbur O'Briant,M,Single-ply,18,81.5,83,190,0,190,128.23
Jalyne Quinn,M,Single-ply,16.5,76.8,83,125,175,540,378.59
Danielle Oliveri,F,Raw,23.5,63,63,90,152.5,382.5,410.79
Maxwell Litchfield,M,Raw,17.5,67.4,74,70,150,325,250.88
Guo Chen,M,Raw,36.5,68.6,74,115,190,470,357.77
Mike Lim,M,Raw,28,65.9,66,132.5,210,0,0
Charlie Doggett,M,Raw,18,92.1,93,87.5,65,177.5,112.02
Zyanna Price,F,Single-ply,16.5,42.2,44,60,125,310,448.47
Josh Hague,M,Raw,18,55.2,56,72.5,125,300,277
Sam Barnett,M,Raw,18,65.6,67.5,82.5,170,397.5,313.68
Anthony Rangel,M,Raw,18,123,120+,182.5,287.5,755,431.68
August Gershwin,M,Raw,18,65.6,66,155,0,155,122.32
Nicholas Penn,M,Raw,18,73.7,74,120,0,120,86.57
Remy Figueroa,M,Raw,18,64.2,66,65,137.5,292.5,235.04
Dylan Boyer,M,Raw,18,68.6,74,115,215,492.5,374.89
Christopher McAdams,M,Raw,18,100.8,105,170,265,665,403.44
Thomas Sawyer,M,Raw,55.5,109.7,120,160,0,160,94.24
Thomas Wilde,M,Raw,68.5,72.7,74,80,0,80,58.28
Theodore Knoll,M,Raw,34.5,88.1,93,177.5,0,177.5,114.58
Rachel Jones,F,Raw,33.5,84.1,84+,67.5,135,202.5,180.47
Kevin Grab,M,Raw,22.5,81.1,83,65,182.5,247.5,167.54
Elizabeth Likins-Smith,F,Raw,31.5,62.8,63,57.5,150,305,328.35
Marshall Blom,M,Raw,24.5,92.9,93,147.5,242.5,587.5,369.25
Matthew Osborne,M,Raw,15.5,90,93,72.5,152.5,335,213.86
Sterling Stinson,M,Raw,18,65,66,117.5,0,117.5,93.44
Carson Casey,M,Raw,18,35.3,59,37.5,0,37.5,59.5
Rhonda Officer,F,Raw,18,55,57,55,0,55,65.63
Lewis Maxwell,M,Raw,35.5,160.4,120+,150,280,680,372.65
Sammy Lewis,M,Raw,57.5,71.7,74,57.5,115,247.5,182.15
