Artist Name,Song Name,Days,Top 10,Peak Position,Peak Position2,Peak Streams,Total Streams
Wiz Khalifa ,See You Again,452,85,1,(x26),995751,119131650
Billie Eilish ,wish you were gay,271,16,2,(x2),2039013,119110503
Måneskin ,Beggin',231,29,4,0,1100134,118922920
DNCE ,Cake By The Ocean,420,0,14,0,546287,118801783
Kanye West ,Bound 2,361,0,20,0,606925,118764637
Travis Scott ,Antidote,535,0,12,0,509143,118146637
The Kid LAROI ,GO,350,0,12,0,833612,117833168
Post Malone ,Take What You Want,229,24,2,(x5),2796808,117464544
Michael Bublé ,Holly Jolly Christmas,266,0,13,0,2443625,117362413
Jordan Davis ,Buy Dirt,446,0,58,0,353342,117239640
Bad Bunny ,Ojitos Lindos,226,1,10,0,1230515,117064880
Cochise ,Tell Em,352,0,26,0,651174,116861554
Miguel ,Sky Walker,302,0,19,0,702194,116395947
Lil Peep ,Falling Down  Bonus Track,236,20,1,(x6),2158263,116066331
Kelly Clarkson ,Underneath the Tree,202,9,8,0,2346598,115764085
Lil Skies ,Lust,426,0,75,0,379237,115693481
The Weeknd ,Heartless,232,21,1,(x8),2634575,115431955
Ellie Goulding ,Hate Me,370,0,13,0,917238,115056947
Wallows ,Are You Bored Yet?,420,0,54,0,399406,114791296
Travis Scott ,STARGAZING,225,21,1,(x1),4244308,114669162
Ariana Grande ,Into You,305,1,10,0,710370,114250630
Eminem ,'Till I Collapse,771,0,41,0,431726,114132725
NLE Choppa ,Walk Em Down,246,0,12,0,730180,113510926
DJ Snake ,Middle,353,0,14,0,634100,113465863
Khalid ,OTW,294,0,17,0,915514,113437143
Taylor Swift ,You Need To Calm Down,250,22,1,(x1),2459661,113303615
Playboi Carti ,Sky,361,0,25,0,583880,113291304
Lil Wayne ,Sucker For Pain,344,0,12,0,704290,113258771
Maroon 5 ,What Lovers Do,227,4,7,0,925163,113203255
d4vd ,Romantic Homicide,149,48,2,(x1),1061087,112839982
Drake ,I'm Upset,170,26,4,0,3945109,112748287
GAYLE ,abcdefu,210,61,5,0,940468,112733991
Justin Bieber ,Holy,248,35,1,(x1),2020462,112093148
YNW Melly ,Suicidal,216,19,6,0,1113095,111505967
Post Malone ,Enemies,255,21,3,(x3),3198197,111333320
CJ ,Whoopty,230,58,3,(x3),834077,111327394
WILLOW ,Wait a Minute!,384,0,12,0,578328,111162304
Ed Sheeran ,Photograph,679,0,16,0,349617,111120972
A$AP Rocky ,Praise The Lord (Da Shine),281,3,5,0,1339872,110819424
21 Savage ,No Heart,382,0,18,0,559060,110613158
YG ,BIG BANK,267,0,21,0,870915,110251626
Billie Eilish ,Therefore I Am,237,15,1,(x7),1754735,109936841
Nio Garcia ,Te Boté  Remix,303,0,35,0,552785,109733059
Cardi B ,Bartier Cardi,221,35,3,(x6),1093964,109650225
Kid Cudi ,Pursuit Of Happiness (Nightmare),413,0,47,0,391076,109480124
J Balvin ,Mi Gente,238,28,7,0,867663,109423268
Ava Max ,Sweet but Psycho,320,0,30,0,590175,109220489
Walker Hayes ,Fancy Like,303,0,20,0,632758,109183937
Selena Gomez ,Lose You To Love Me,186,34,1,(x5),2659591,109150331
Olivia Rodrigo ,happier,228,29,5,0,2279399,109009363
Dean Martin ,Let It Snow! Let It Snow! Let It Snow!,187,7,7,0,3413764,108868445
Lil Durk ,Broadway Girls,291,11,4,0,1210147,108689365
Morgan Wallen ,Cover Me Up,437,0,23,0,664005,108508201
blackbear ,do re mi,373,0,26,0,628184,108380091
Sam Smith ,Stay With Me,548,127,1,(x2),442402,108129184
Shawn Mendes ,There's Nothing Holdin' Me Back,278,0,26,0,711457,107955518
Kanye West ,I Love It (& Lil Pump),175,32,1,(x11),1942212,107854141
Jeremih ,oui,419,0,21,0,528778,107730094
Camila Cabello ,Never Be the Same,236,8,5,0,1048100,107372683
Billie Eilish ,you should see me in a crown,325,3,7,0,1608603,107243178
Shawn Mendes ,If I Can't Have You,209,28,3,(x1),1474486,107192421
Yo Gotti ,Rake It Up,284,0,17,0,715011,107156568
Post Malone ,Ball For Me,215,6,8,0,2786889,107079418
Post Malone ,One Right Now,261,7,1,(x2),1830368,106856619
Olivia Rodrigo ,"jealousy, jealousy",256,4,9,0,1994138,106842027
Eminem ,Lucky You,207,28,1,(x9),2638639,106685258
Olivia Rodrigo ,brutal,211,21,2,(x1),2849969,106587197
Ali Gatie ,It's You,297,0,15,0,791346,106473404
Bazzi ,Beautiful,290,0,28,0,586218,105769712
Rich The Kid ,New Freezer,310,0,25,0,595266,105262051
Niall Horan ,Slow Hands,271,0,24,0,614747,105220848
Frank Ocean ,Lost,303,1,10,0,657541,105158717
Pooh Shiesty ,Back In Blood,283,7,9,0,718634,105011176
Maroon 5 ,Sugar,478,67,1,(x5),667233,104864460
Elvis Presley ,Blue Christmas,254,0,11,0,1959442,104768563
Lil Baby ,We Paid,283,10,9,0,824708,104746275
The Ronettes ,Sleigh Ride,188,1,10,0,2784468,104353068
Childish Gambino ,This Is America,157,29,1,(x13),2753489,103964722
Russ ,What They Want,537,0,56,0,299961,103833455
Lil Peep ,Star Shopping,416,0,88,0,316621,102969266
YNW Melly ,Mixed Personalities,225,0,12,0,894571,102953208
Sam Smith ,Too Good At Goodbyes,219,32,3,(x5),1243963,102793276
JACKBOYS ,OUT WEST,262,4,2,(x1),1618620,102677098
Halsey ,Now Or Never,254,0,12,0,798523,102516119
Jack Harlow ,Tyler Herro,285,7,9,0,905350,102414445
Marshmello ,FRIENDS,234,0,15,0,789940,102354557
XXXTENTACION ,Hope,327,1,10,0,1443350,102329254
Halsey ,Bad At Love,260,0,22,0,683397,101922633
$uicideboy$ ,"...And to Those I Love, Thanks for Sticking Around",392,0,35,0,441747,101882235
Lil Dicky ,Freaky Friday,192,23,5,0,1228612,101868561
Juice WRLD ,Wasted,268,0,20,0,709978,101797919
Metro Boomin ,Space Cadet,266,0,15,0,937419,101688152
Zara Larsson ,Never Forget You,280,1,9,0,659192,101316722
PARTYNEXTDOOR ,Come and See Me,448,0,51,0,312204,101074101
Taylor Swift ,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),205,24,1,(x9),3490740,100920020
Imagine Dragons ,Enemy,231,70,5,0,682385,100835953
Perry Como ,It's Beginning to Look a Lot Like Christmas,206,0,13,0,2240797,100817505
Megan Thee Stallion ,Savage Remix,196,30,2,(x1),1772566,100761690
Nicky Youre ,Sunroof,238,0,19,0,642413,100753638
Drake ,Pop Style,280,22,3,(x10),1144421,100358319
Drake ,Back To Back,410,5,10,0,437503,100323465
Selena Gomez ,Wolves,212,9,3,(x1),1274551,100276358
WALK THE MOON ,Shut Up and Dance,480,49,5,0,499657,100209488
Big Sean ,I Don't Fuck With You,532,91,2,(x5),422959,99659160
Lord Huron ,The Night We Met,405,0,43,0,513171,99390592
XXXTENTACION ,the remedy for a broken heart (why am I so in love),287,2,8,0,1947379,99380590
Ritt Momney ,Put Your Records On,277,0,13,0,713447,99070218
Stephen Sanchez ,Until I Found You,229,0,27,0,538505,98647110
Charlie Puth ,We Don't Talk Anymore,319,0,15,0,671737,98211121
Conan Gray ,Maniac,382,0,66,0,400847,98117699
Major Lazer ,Light It Up,322,0,16,0,585856,98079211
Blueface ,Thotiana,175,15,6,0,1269217,98052157
Bad Bunny ,Party,192,6,7,0,1576377,97935403
Drake ,Rich Flex,55,43,1,(x28),5389787,97928728
YBN Nahmir ,Bounce Out With That,316,0,27,0,621033,97885440
Bruno Mars ,Finesse  Remix; feat. Cardi B,181,34,2,(x7),1262874,97451275
Kane Brown ,Be Like That,302,0,24,0,651226,97216562
Ariana Grande ,breathin,203,13,4,0,1653237,97210521
Cage The Elephant ,Cigarette Daydreams,418,0,108,0,265431,97198449
Jawsh 685 ,Savage Love (Laxed  Sired Beat),204,8,7,0,842470,97044129
Chuck Berry ,Run Rudolph Run  Single Version,228,0,13,0,2106577,96924483
G Herbo ,PTSD,317,0,29,0,630282,96878801
FRENSHIP ,Capsize,282,0,21,0,547036,96799483
Band Aid ,Do They Know It's Christmas?  1984 Version,204,2,7,0,2071624,96606504
Juice WRLD ,Hate The Other Side,247,14,4,0,2855162,96515557
Nicki Minaj ,Super Freaky Girl,137,66,2,(x12),1573025,96391022
Kanye West ,Flashing Lights,338,0,48,0,421366,96363563
The Weeknd ,Often,585,5,7,0,510308,95876024
Young Thug ,Hot,191,17,8,0,951762,95787556
Lady Gaga ,Rain On Me,209,21,1,(x1),2234783,95611004
Kane Brown ,Heaven,351,0,51,0,463042,95521001
Lil Mosey ,Stuck In A Dream,241,6,6,0,953948,95475910
Eslabon Armado ,Jugaste y Sufrí,278,0,22,0,530830,95201278
DaBaby ,TOES,238,1,8,0,1050000,94674586
Sam Smith ,How Do You Sleep?,181,3,10,0,870242,94468000
Machine Gun Kelly ,Bad Things  With Camila Cabello,210,36,7,0,785738,94454737
Future ,PUFFIN ON ZOOTIEZ,225,7,4,0,1417345,94325787
Future ,Fine China,213,7,2,(x1),1715989,94225744
Kevin Gates ,2 Phones,337,0,15,0,598771,94221975
Sia ,Chandelier,589,72,4,0,358733,94195494
Don Toliver ,No Idea,246,0,17,0,723629,93790452
Drake ,What’s Next,189,22,1,(x14),3687689,93677191
Playboi Carti ,wokeuplikethis*,325,0,52,0,443339,93644916
Bad Bunny ,Después de la Playa,177,8,3,(x2),2158520,93328473
Kane Brown ,What Ifs,381,0,45,0,464191,93232207
Selena Gomez ,Back To You,234,0,15,0,877343,93219297
Pop Smoke ,The Woo,215,5,3,(x1),1284269,93098286
Luis Fonsi ,Despacito (Featuring Daddy Yankee),261,0,13,0,786546,93020729
Journey ,Don't Stop Believin',419,0,82,0,315881,93020470
Drake ,Energy,458,31,1,(x1),644639,92386459
Migos ,Narcos,228,14,2,(x2),1634923,92278196
Bazzi ,Paradise,251,0,18,0,735900,92269595
Marshmello ,One Thing Right,238,0,14,0,884052,91972872
Lil Skies ,i,282,0,13,0,860070,91934808
Billie Eilish ,i love you,315,0,14,0,1195368,91793788
Kodak Black ,Codeine Dreaming,218,2,10,0,867383,91629494
Gunna ,pushin P,156,70,2,(x22),1264487,91543896
Drake ,Chicago Freestyle,245,3,4,0,1961616,91252372
"Tyler, The Creator ",NEW MAGIC WAND,305,1,5,0,1537094,91144161
Gunna ,DOLLAZ ON MY HEAD,230,1,10,0,915411,91048768
The Weeknd ,Party Monster,221,24,2,(x1),1495895,90931727
Luke Combs ,Hurricane,417,0,77,0,288140,90807884
Selena Gomez ,Good For You,309,87,5,0,583377,89918074
Fetty Wap ,Again,344,19,9,0,502578,89804385
Alessia Cara ,Here,323,24,8,0,574058,89798695
Taylor Swift ,Look What You Made Me Do,163,28,1,(x10),3828478,89718682
The Weeknd ,Pray For Me,148,35,3,(x4),1522363,89699614
Young Thug ,Relationship,327,0,53,0,426423,89108978
JVKE ,golden hour,128,8,9,0,951092,89077530
Lizzo ,Good As Hell,204,0,19,0,765105,88713657
KAROL G ,PROVENZA,210,0,11,0,708235,88539867
Lil Baby ,"Never Recover (Lil Baby & Gunna, Drake)",179,11,1,(x1),1813449,88382182
Alessia Cara ,Scars To Your Beautiful,264,0,24,0,524903,88330659
Luke Combs ,The Kind of Love We Make,193,1,9,0,972167,88164187
Harry Styles ,Lights Up,205,17,2,(x2),2027630,87724368
Drake ,Gyalchester,215,12,3,(x1),1938036,87719286
Bad Bunny ,Callaita,255,0,37,0,491084,87611768
Dua Lipa ,IDGAF,227,0,20,0,686770,87357163
Zara Larsson ,Lush Life,322,0,24,0,421892,87351222
J. Cole ,Work Out,346,0,96,0,323602,86907626
Rich Homie Quan ,"Flex (Ooh, Ooh, Ooh)",441,0,11,0,423842,86829715
Dove Cameron ,Boyfriend,236,2,10,0,610722,86719217
G,Eazy  Him & I,156,42,3,(x2),1038353,86593035
Maroon 5 ,Don't Wanna Know,188,31,6,0,761274,86541563
Tiësto ,Jackie Chan,198,0,18,0,880754,86521189
Kent Jones ,Don't Mind,197,44,7,0,880527,86485934
Ed Sheeran ,Castle on the Hill,236,14,2,(x1),1464736,86482770
BENEE ,Supalonely,176,0,18,0,690878,86449441
Bailey Zimmerman ,Rock and A Hard Place,201,0,22,0,651464,86200828
Drake ,Know Yourself,419,21,5,0,559563,85852793
French Montana ,No Stylist,201,0,14,0,937243,85747254
SZA ,I Hate U,175,13,1,(x6),1615102,85718549
Calvin Harris ,One Kiss,176,0,17,0,816807,85666961
Future ,Where Ya At,447,0,24,0,305171,85639079
Adele ,Send My Love (To Your New Lover),267,0,13,0,621087,85569483
Childish Gambino ,Me and Your Mama,271,0,14,0,692793,85544703
BROCKHAMPTON ,SUGAR,224,0,21,0,768037,85393131
Camila Cabello ,My Oh My,171,1,10,0,905694,85344666
Kanye West ,Famous,322,11,2,(x1),972754,85209688
Starley ,Call On Me  Ryan Riback Extended Remix,227,0,21,0,530287,85119903
Lauv ,i'm so tired...,205,0,22,0,751627,84670678
Ellie Goulding ,Close To Me,242,0,30,0,661749,84655009
XXXTENTACION ,BAD!,147,26,2,(x2),2102844,84596862
NAV ,Wanted You,236,0,23,0,619512,84451429
YoungBoy Never Broke Again ,Make No Sense,228,0,25,0,613453,84397980
6LACK ,PRBLMS,389,0,93,0,268283,84279473
Juice WRLD ,Smile,196,21,2,(x4),1962238,84269938
AJR ,Bang!,298,0,36,0,464797,84042339
Calvin Harris ,Feels,153,10,9,0,892294,83941364
Kendrick Lamar ,ELEMENT.,188,15,3,(x7),2793051,83917996
Lil Baby ,Pure Cocaine,247,0,21,0,846291,83580799
Shawn Mendes ,Mercy,259,0,23,0,512743,83334888
Travis Scott ,beibs in the trap,375,0,95,0,275790,83265953
Ariana Grande ,Dangerous Woman,241,8,7,0,700593,83265541
Taylor Swift ,Lavender Haze,68,31,2,(x14),7644139,83226296
YG ,Go Loko,182,0,14,0,794733,82520209
Flume ,Say It,269,0,22,0,510552,82337429
Jessie J ,Bang Bang,461,77,2,(x1),396038,82251994
Bruno Mars ,Smokin Out The Window,167,25,1,(x3),1963589,82228168
Selena Gomez ,Hands To Myself,260,32,6,0,669841,82204948
Latto ,Big Energy,263,0,38,0,412594,82202983
Lil Uzi Vert ,Myron,195,7,1,(x1),2271346,81140683
Ellie Goulding ,Love Me Like You Do,347,74,1,(x12),676545,81076476
The Chainsmokers ,This Feeling,251,0,21,0,820199,80978407
Post Malone ,Stay,179,15,4,0,2703178,80957121
Rihanna ,Love On The Brain,335,0,35,0,543206,80925444
Kevin Gates ,Really Really,381,0,35,0,395758,80866635
Future ,F*ck Up Some Commas,549,0,42,0,220868,80812830
J. Cole ,KOD,160,7,1,(x2),4233070,80773017
Imagine Dragons ,Natural,216,0,21,0,690130,80538052
Megan Thee Stallion ,Body,187,1,10,0,856830,80338969
Eminem ,Lose Yourself,554,1,9,0,652490,80284666
Chief Keef ,Love Sosa,318,0,41,0,395268,80223782
Ayo & Teo ,Rolex,271,0,31,0,530153,80064354
YBN Nahmir ,Rubbin Off The Paint,263,0,47,0,480042,79621979
Taylor Swift ,Midnight Rain,68,30,3,(x14),5987889,79514355
Tee Grizzley ,First Day Out,336,0,67,0,325093,79440420
Daya ,Hide Away,305,0,14,0,490562,79375110
Bad Bunny ,Neverita,213,0,13,0,1399198,79303751
Lil Baby ,Sum 2 Prove,225,0,16,0,851468,79172412
Pop Smoke ,Hello,257,0,29,0,499091,79167125
Big Sean ,Moves,243,5,8,0,887512,79110320
Ruth B. ,Dandelions,290,0,66,0,339445,79089363
Rich The Kid ,Splashin,183,0,21,0,674282,79057026
Dua Lipa ,Break My Heart,190,1,7,0,971615,78970082
Luke Combs ,Beer Never Broke My Heart,296,0,32,0,569096,78948456
Jessica Darrow ,Surface Pressure,136,60,3,(x1),1003606,78691499
XXXTENTACION ,Arms Around You,154,12,2,(x1),1592205,78640068
21 Savage ,Runnin,203,10,1,(x1),2166325,78639389
Kesha ,Praying,236,0,15,0,711322,78594034
Post Malone ,Paranoid,137,25,1,(x1),3694438,78582762
Kanye West ,Praise God,213,5,6,0,2438681,78568531
J. Cole ,Neighbors,294,8,3,(x2),1898670,77926846
Gabby Barrett ,I Hope,313,0,69,0,346938,77883408
Fall Out Boy ,Centuries,497,4,9,0,329550,77847863
Becky G ,MAMIII,216,1,9,0,678178,77685438
Ariana Grande ,Stuck with U,196,10,1,(x2),2365819,77527054
OMI ,Cheerleader (Felix Jaehn Remix),268,80,2,(x15),728553,77317485
KYLE ,Playinwitme,186,0,21,0,753908,76991101
Kanye West ,All Mine,137,17,1,(x4),2757615,76972755
Maroon 5 ,Beautiful Mistakes,190,0,27,0,619022,76939291
Lil Uzi Vert ,Sauce It Up,238,1,6,0,1051878,76926735
Alessia Cara ,How Far I'll Go,250,0,18,0,557999,76752001
Drake ,Still Here,279,0,15,0,642304,76042372
Megan Thee Stallion ,Thot Shit,155,2,10,0,903858,75741224
Lil Uzi Vert ,P2,148,14,2,(x3),1922227,75685447
Rae Sremmurd ,No Type,522,0,11,0,330170,75658607
Jason Derulo ,Want to Want Me,347,73,4,0,554586,75507123
Travis Scott ,Goosebumps  Remix,217,0,32,0,498270,75462580
David Guetta ,I'm Good (Blue),124,32,8,0,846229,75294822
Drake ,Girls Want Girls,136,14,1,(x2),6146233,75092582
Jason Derulo ,Swalla,209,0,32,0,574089,75063678
Eartha Kitt ,Santa Baby,189,0,22,0,1712483,75057398
Alessia Cara ,Wild Things,230,0,20,0,524887,75034774
Nick Jonas ,Close,182,0,13,0,658150,75001886
Bad Bunny ,Tarot,172,2,10,0,1639773,74979912
The Chainsmokers ,All We Know,178,35,7,0,837948,74922652
Drake ,Big Rings,305,0,13,0,406675,74818115
Gucci Mane ,Both,282,0,35,0,473873,74752496
Thomas Rhett ,Die A Happy Man,425,0,34,0,293571,74721719
J. Cole ,m y . l i f e,173,7,1,(x1),4075637,74605156
Drake ,Legend,439,13,4,0,546994,74560528
Lil Uzi Vert ,New Patek,161,10,1,(x1),1812305,74465767
Flo Rida ,GDFR,338,77,4,0,464052,74323833
Logic ,Everyday,185,8,4,0,1481252,74094592
Marc E. Bassy ,You & Me,214,0,16,0,619529,74019535
Billie Eilish ,bellyache,257,0,39,0,522259,73988829
The Rare Occasions ,Notion,240,0,33,0,468246,73881354
Darlene Love ,Christmas (Baby Please Come Home),127,0,14,0,2503153,73684954
Polo G ,Flex,194,0,18,0,690330,73669856
Young M.A ,OOOUUU,218,0,14,0,594385,73663117
Justin Bieber ,Lonely,181,8,6,0,964623,73289055
Selena Gomez ,Same Old Love,226,15,9,0,538465,73255863
G,Eazy  I Mean It,551,0,58,0,210930,73181646
Jonas Blue ,Fast Car,218,0,24,0,497089,72978752
Chance the Rapper ,Hot Shower,193,3,6,0,1145939,72612798
Lil Baby ,On Me,200,0,26,0,494284,72577214
Post Malone ,SaintTropez,111,25,2,(x4),3330184,72506541
Taylor Swift ,Maroon,67,26,3,(x1),6847851,72491704
Timeflies ,Once In a While,242,0,35,0,431255,72312385
DJ Khaled ,No Brainer,118,18,3,(x1),1510233,72279841
Kygo ,Stay,252,0,19,0,432401,72139250
Lil Uzi Vert ,That Way  Bonus Track,173,12,3,(x4),1612464,72092494
Clean Bandit ,Rockabye,242,0,26,0,491930,71984836
Drake ,0 To 100 / The Catch Up,512,0,17,0,225729,71827840
Mykola Dmytrovych Leontovych ,Carol of the Bells,195,0,16,0,1503257,71706814
Post Malone ,Rich & Sad,144,11,5,0,3071762,71663340
Morgan Wallen ,Thought You Should Know,230,0,14,0,1392859,71563009
Jon Bellion ,All Time Low,206,0,16,0,701388,71474224
Lil Uzi Vert ,Futsal Shuffle 2020,86,31,1,(x7),2596025,71462560
Drake ,Don’t Matter To Me,101,21,2,(x4),3466023,71300622
Drake ,Mob Ties,133,8,5,0,3859100,71016033
Drake ,Sneakin’,165,11,4,0,976423,71004017
Troye Sivan ,YOUTH,249,0,18,0,484289,70909568
Baby Keem ,ORANGE SODA,240,0,52,0,470236,70880266
AJR ,Weak,254,0,26,0,487994,70880026
Kanye West ,Hurricane,123,16,1,(x3),3313993,70820755
Rauw Alejandro ,Todo De Ti,161,0,14,0,818279,70548618
A Boogie Wit da Hoodie ,Startender,154,0,15,0,838288,70472180
Macklemore ,Glorious,176,0,19,0,720249,70465882
Kodak Black ,No Flockin,366,0,64,0,250355,70434887
Young Thug ,Bad Bad Bad,154,5,7,0,1085341,70324546
J. Cole ,Deja Vu,166,17,1,(x6),2518901,70162237
Juice WRLD ,Conversations,132,14,1,(x1),3452709,70155691
Beyoncé ,CUFF IT,152,2,6,0,1388259,70035649
Ariana Grande ,imagine,125,8,2,(x1),2083605,69998700
Thomas Rhett ,Unforgettable,268,0,35,0,552787,69984146
Khalid ,Saved,352,0,107,0,256160,69815909
Camila Cabello ,Bam Bam,188,0,15,0,561180,69714662
Nardo Wick ,Who Want Smoke??,197,0,19,0,544100,69700770
PnB Rock ,Selfish,307,1,4,0,974217,69647971
Lil Tecca ,Ransom,188,0,18,0,805754,69645813
The Weeknd ,Stargirl Interlude,209,0,22,0,612149,69531121
Robin Schulz ,Sugar,304,0,27,0,366223,69518913
City Girls ,Act Up,236,0,61,0,404314,69423378
Kendrick Lamar ,N95,137,7,1,(x6),4972590,69261483
DJ Khaled ,EVERY CHANCE I GET,187,0,18,0,700416,69197219
James Bay ,Let It Go,389,0,53,0,289633,69021629
Taylor Swift ,Karma,67,21,4,0,5182717,68987192
YNW Melly ,Suicidal (Remix),197,0,21,0,882055,68953277
Metro Boomin ,10 Freaky Girls,159,3,7,0,1054273,68910633
Yung Gravy ,Betty (Get Money),149,0,15,0,680508,68763185
Lil Nas X ,HOLIDAY,164,0,11,0,702722,68601292
MadeinTYO ,Uber Everywhere,294,0,32,0,397437,68560327
Taylor Swift ,cardigan,152,15,1,(x6),3937822,68550662
Fetty Wap ,My Way,293,8,10,0,449305,68534872
Neon Trees ,Everybody Talks,304,0,114,0,255596,68460789
Taylor Swift ,"You're On Your Own, Kid",67,18,5,0,6074375,68091952
Ariana Grande ,boyfriend,120,19,1,(x1),2080337,68075759
Mustard ,Baguettes in the Face,182,0,32,0,579774,68006179
Ella Mai ,Boo'd Up,192,0,24,0,737115,67988376
WILLOW ,t r a n s p a r e n t s o u l feat. Travis Barker,179,0,19,0,691053,67979967
Beyoncé ,07-nov,455,15,9,0,343149,67910109
Trippie Redd ,Topanga,161,2,10,0,1161478,67871555
Post Malone ,Spoil My Night,120,14,3,(x1),3318588,67636137
Tay,K  The Race,221,0,33,0,564819,67561106
Clairo ,Sofia,215,0,25,0,501578,67460841
Taylor Swift ,Lover,129,21,1,(x7),2639428,67263883
Halsey ,You should be sad,133,1,10,0,1186977,67248866
Meghan Trainor ,All About That Bass,291,94,1,(x34),550471,67151753
Rihanna ,Bitch Better Have My Money,362,4,6,0,437640,67108696
Justin Bieber ,Yummy,118,15,2,(x2),1863557,66838785
Megan Thee Stallion ,Cash Shit,228,0,56,0,395408,66804083
Megan Thee Stallion ,Savage,147,22,8,0,876040,66785378
Future ,Selfish,159,0,21,0,689625,66567231
Taylor Swift ,Snow On The Beach,66,14,3,(x1),6719156,66545287
One Direction ,Drag Me Down,234,27,1,(x1),1172195,66521288
Lil Tecca ,Did It Again,164,0,18,0,715007,66171892
Ellie Goulding ,On My Mind,204,18,8,0,564148,66115839
Justin Bieber ,Hold On,145,9,3,(x3),1387228,66083944
Old Dominion ,One Man Band,248,0,63,0,380219,66055536
Morgan Wallen ,Somebody’s Problem,170,13,2,(x1),1344731,65697045
Justin Bieber ,Anyone,145,11,1,(x3),1054190,65472657
Nicki Minaj ,Only,404,48,5,0,410679,65470534
2 Chainz ,04:00 a. m.,195,0,19,0,674422,65418520
